8   
    0    0.8849327266
    1    -0.8919187564
    2    0.896269649
    3    -0.8866391471
    4    0.8616104713
    5    -0.8723128553
    6    0.871871339
    7    -0.8854138743
    8    -0.8821069637
    9    0.8906275741
    10   -0.8904724961
    11   0.8772799673
    12   -0.8891275996
    13   -0.0002806611536
    14   -0.8921375548
    15   0.8709839982
    16   0.8806187299
    17   -0.8817781187
    18   0.882521726
    19   -0.8878733568
    20   0.8769108345
    21   -0.8956823089
    22   0.8778382481
    23   -0.8717544083
    24   -0.8716858083
    25   0.8811411818
    26   -0.8804166648
    27   0.8936795755
    28   -0.902592455
    29   0.8908564342
    30   -0.8867119238
    31   0.8813030603
    32   0.8689315182
    33   -0.8651545267
    34   0.8945613785
    35   -0.8720734803
    36   0.884774767
    37   -0.8996391083
    38   0.8892744399
    39   -0.8853568017
    40   -0.8705652182
    41   0.8851744058
    42   0.0002019995298
    43   0.8709186988
    44   -0.8559630972
    45   0.8853834812
    46   -0.8740762978
    47   0.8836225026
    48   0.8918129336
    49   -0.8813578681
    50   0.8980281873
    51   -0.8719569793
    52   0.8864641363
    53   -0.8972480898
    54   0.8836085118
    55   -0.8802003923
    56   -0.8919120322
    57   0.8943118785
    58   -0.8904147222
    59   0.8887025676
    60   -0.8945015256
    61   0.8819039686
    62   -0.8884244597
    63   0.8816286614
    256  
    
